GitHub_Entity_Filename,Oasis_Entity_ID,Oasis_Account,ETH_Address,2021-06-04-05-00-01,2021-06-05-05-00-01,2021-06-06-05-00-01,2021-06-07-05-00-01,2021-06-08-05-00-01,2021-06-09-05-00-02,2021-06-10-05-00-01,2021-06-11-05-00-01,2021-06-12-05-00-01,2021-06-13-05-00-01,2021-06-14-05-00-01,2021-06-15-05-00-01,2021-06-16-05-00-01,2021-06-17-05-00-01,2021-06-18-05-00-01,2021-06-19-05-00-01,2021-06-20-05-00-02,2021-06-21-05-00-01,2021-06-22-05-00-01,2021-06-23-05-00-01,2021-06-24-05-00-01,2021-06-25-05-00-01,2021-06-26-05-00-01,2021-06-27-05-00-01,2021-06-28-05-00-02,2021-06-29-05-00-01,2021-06-30-05-00-01,2021-07-01-05-00-01,2021-07-02-05-00-01,2021-07-03-05-00-01
Alexxxandr0-entity.json,F5eduX4m4O/ot3UcFs3iQk1ZPUuG43kuxGI9sZz95uU=,oasis1qzmwdlxy7cltmwt99u9pwqt3g0rdwgsqyvcqymmt,0xB1869052fE6E055b45ae79B0B59d15A14bbA05fa,39372586.988283673,39388876.29351458,39405820.553085993,39422064.475649907,39438286.69921689,39454487.191492521,39470674.603615162,39486849.703750901,39503012.471322895,39519162.885763632,39535300.926514975,39551435.27419514,39567558.005527447,39583677.017540898,39599793.092319168,39615897.50557841,39632006.882914557,39648794.450155624,39664917.204679383,39681046.515347334,39697182.384825463,39713324.815780837,39729473.810881614,39745629.37279703,39761791.50419741,39777960.207754163,39794135.486139785,39810317.342027859,39826505.778093057,39843375.732362638
Bambarello-entity.json,T5k7PtOR01oZrdnZveDpO9AFpMUhEREZk7WSSfm8Gtg=,oasis1qzugextrcdueshq63w7l9x4xglnusznsgqa95w7e,0xDeD70469224cDdF1Bee60F1eED2047ebdf9caD0C,46783765.402427168,46798174.611238721,46813358.190505657,46827706.003368313,46846975.656696204,46861266.54440995,46875538.232974909,46894747.849543401,46913942.81990761,46933123.119641474,46952288.72433007,46971449.943111889,46990597.366270409,47009740.372350303,47028879.890157409,47048005.558695747,47067137.12259258,47087074.107656809,47106221.558357597,47125376.795162643,47144539.821238085,47163710.639751345,47182889.25387114,47202075.666767459,47221269.881611597,47240471.901576131,47259681.729834929,47278899.369563145,47298124.823937234,47318159.652181083
C-Surgeon-entity.json,/ylWdaid2DDlI4BMVkX6gAR6eaBYlLolHbjCmHitrzc=,oasis1qp6fzgx9zhamsk6c77cwzjeme06xwswffvhk6js2,0xcF23ab4014718B48D6E9795EA72BA417D6F73688,39823504.640214374,39835583.026882795,39848320.43066619,39864746.761149674,39876749.194295569,39888726.379441447,39900687.069171063,39917038.388607836,39933377.241123996,39949703.60592796,39966017.462237625,39982327.585242024,39998625.965344496,40014920.585608069,40031212.23663681,40047492.09910034,40063776.979721811,40080747.438774396,40097045.84232098,40113350.873437534,40129662.534819091,40145980.829161774,40162305.75916281,40178637.327520513,40194975.536934301,40211320.390104686,40227671.889733282,40244030.038522798,40260394.839177045,40277448.582821959
CentreDLTUM-entity.json,YDHYz/R+Y7pCodhmgkCqzoqqN54gzRfVE5fjZriX+RI=,oasis1qzrehfnnntdaeshy5f6kfa8v3p35yu7mluaapmgc,0x7c1d82a14a51746c09D18028c13830F424444D35,6212366.887177573,6214937.079998819,6217610.614179339,6220173.646338835,6222733.254742354,6225289.434294352,6227843.550006618,6231346.11239395,6233896.728602397,6236445.395386236,6238992.10950123,6241538.240819548,6244082.538983675,6246626.250209029,6249169.497914779,6251710.905337954,6258300.74765737,6260951.676865323,6268498.895970935,6271047.913421108,6274081.521777447,6276632.809342178,6279185.134360477,6281738.497254207,6285902.203833043,6288458.298150611,6291015.431876357,6293573.605432943,6296132.819243209,6298799.773590827
Cherkes615-entity.json,/Foi5kZdBc70HPmlguvY6AzBILNrNiPDgKQLOITuIEI=,oasis1qps9drw07z0gmh5z2pn7zwl3z53ate2yvqf3uzq5,0x7884Fa36730E761E3F73c34554852D403D3d4cd8,53161.640721637,53161.640721637,53161.640721637,88094.838603978,88131.089728454,88167.292290922,116253.134411102,116300.774997653,116348.379261059,116395.947140737,116443.478576138,116490.99913432,116538.485478827,116585.960868808,116633.427607741,116680.859999956,116728.307012886,116777.751501233,116825.237914046,116872.743636695,116920.268677038,116967.813042924,117015.376742212,117062.959782767,117110.56217245,117158.183919133,117205.825030685,117253.485514981,117301.165379899,117350.852523084
Code-Breader-entity.json,WXs7ElBlm30la2fG4oZDpubeFu5sKkjDVeflWo+YuIA=,oasis1qql4alk30frfa6xua42eu7tynkqf9vd5ug95yqpn,0xd6959c3692AcdA5294b7A1e4C465dE84c1a3D55e,42671513.13086694,42684224.427666028,42697641.711632447,42715242.593326847,42727872.140561516,42740474.499941456,42758010.089028949,42770579.64499076,42788086.509754796,42805579.994100081,42823060.075758858,42840536.157230334,42857999.656337424,42875459.126826772,42892915.4158202,42910359.073521637,42927808.108113057,42945991.730942343,42963455.255169491,42980925.880750367,42998403.610572657,43015888.447525225,43033380.394498112,43050879.454382526,43068385.63007086,43085898.924456676,43103419.340434716,43120946.880900901,43138481.548752327,43156754.40992276
Esya-entity.json,7DwKCCQV9THNLyTELQTBCWNPIHZJdAq7qGk1D7vx2zo=,oasis1qp0j5v5mkxk3eg4kxfdsk8tj6p22g4685qk76fw6,0x845700dF7902382f52b9Bf5190CD5428d23fE68B,1005618.452858771,1006034.499331127,1006467.274045667,1006882.161395627,1007296.494529739,1007710.272623165,1008123.716635339,1008536.846186052,1008949.660749749,1031847.19882187,1032268.563823742,1032689.832399352,1033110.797671572,1033531.665832202,1033952.457301484,1034372.944287954,1054797.06775949,1055243.865135976,1055672.968669531,1056102.24669341,1056531.699278565,1056961.326495982,1057391.128416672,1057821.105111677,1058251.256652065,1058681.583108939,1059112.084553422,1059542.761056674,1059973.61268988,1060422.602778845
Julia-Ju-Ju-entity.json,bTok0el8GbmUzTAAgcQ78uww/TsgeWwXpM3N2S49qBQ=,oasis1qp4f47plgld98n5g2ltalalnndnzz96euv9n89lz,0xeBb571e7e4b7cE9f43CAfaf6dC0Ef0c5961d9a02,45678836.857182069,45697735.196688715,45712449.926913641,45726348.480370801,45740218.182498509,45754059.037674843,45772831.042145002,45786637.1724414,45805378.570655579,45824105.644902586,45842818.371344418,45861526.815517305,45880221.79005388,45898912.451886247,45917599.707872804,45936273.441845205,45954952.931870312,45974418.81117042,45993113.812598445,46011816.416147115,46030526.62490775,46049244.441972927,46067969.870436482,46086702.913393512,46105443.573940363,46124191.855174647,46142947.760195235,46161711.292102255,46180482.453997101,46200043.864467982
Krewedk0-entity.json,32KS5Z9LWTD2UEUOqhRwZyJvb0lb12iiE9UYgoFjsKQ=,oasis1qzu358mpd4z5frmrq6vnwq87cqfvdmfxh5ax57cj,0x40DC494150fE934641B68ce20E46f1dA760647BA,8429176.912563663,8432664.248450805,8429918.175669955,8433393.16835234,8436863.519061379,8440329.220888468,8443792.12453453,8447252.394330042,8450710.025873087,8460110.723503406,8463565.493332691,8467019.472563474,8470470.965011089,8473921.661241196,8486896.071228929,8490347.515566035,8493800.023787604,8497397.879416072,8500853.254592041,8504310.034859049,8507768.220788458,8511227.812951869,8514688.811921111,8518151.218268243,8530796.238620003,8534265.194878436,8537735.561750506,8541207.339809826,8544680.529630237,8548299.937533752
Lucas-L-entity.json,aOefxt5MUuXEbErxpD+ZttJWh/3d9if+t+PBTeAgKpo=,oasis1qz2rxs50p4kn537tcupjhg7ad3zcm9s7uuyrrd9e,0x75Ed9808B3D71D90694b70BB650Ce3ECe80209FD,14005564.328086857,14223047.258780668,14229165.712195107,14254833.785522426,14262408.711303064,14881219.153287164,14906256.122793708,14912502.974549255,15129034.464619648,15139815.072083939,15414464.064655866,16009333.621469393,16123881.667989826,16130450.206848687,16538632.050288283,16545357.968392429,16555559.765791031,16712205.104811747,16958370.760892015,17287513.642248977,17413911.078978732,33606267.232318415,33620181.01072108,33671491.696771363,33912258.49024528,33928906.931647005,33944510.383916193,34195677.215451155,34350550.561896976,34437784.100368669
