GitHub_Entity_Filename,Oasis_Entity_ID,Oasis_Account,ETH_Address,2021-05-04-05-00-01,2021-05-05-05-00-01,2021-05-06-05-00-01,2021-05-07-05-00-01,2021-05-08-05-00-01,2021-05-09-05-00-01,2021-05-10-05-00-01,2021-05-11-05-00-01,2021-05-12-05-00-02,2021-05-13-05-00-01,2021-05-14-05-00-01,2021-05-15-05-00-01,2021-05-16-05-00-01,2021-05-17-05-00-01,2021-05-18-05-00-01,2021-05-19-05-00-01,2021-05-20-05-00-01,2021-05-21-05-00-01,2021-05-22-05-00-02,2021-05-23-05-00-01,2021-05-24-05-00-01,2021-05-25-05-00-02,2021-05-26-05-00-01,2021-05-27-05-00-01,2021-05-28-05-00-01,2021-05-29-05-00-01,2021-05-30-05-00-01,2021-05-31-05-00-01,2021-06-01-05-00-01,2021-06-02-05-00-01,2021-06-03-05-00-01
Alexxxandr0-entity.json,F5eduX4m4O/ot3UcFs3iQk1ZPUuG43kuxGI9sZz95uU=,oasis1qzmwdlxy7cltmwt99u9pwqt3g0rdwgsqyvcqymmt,0xB1869052fE6E055b45ae79B0B59d15A14bbA05fa,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39240786.652774539,39257461.887864429,39274066.447682167,39290602.593955938,39307086.743048259,39323521.183048369,39339914.107066813,39356266.63812741
Bambarello-entity.json,T5k7PtOR01oZrdnZveDpO9AFpMUhEREZk7WSSfm8Gtg=,oasis1qzugextrcdueshq63w7l9x4xglnusznsgqa95w7e,0xDeD70469224cDdF1Bee60F1eED2047ebdf9caD0C,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46657545.974673186,46672439.970812545,46687246.15759733,46701967.248695406,46721560.793721636,46735341.904856287,46749883.334815062,46764373.041106755
C-Surgeon-entity.json,/ylWdaid2DDlI4BMVkX6gAR6eaBYlLolHbjCmHitrzc=,oasis1qp6fzgx9zhamsk6c77cwzjeme06xwswffvhk6js2,0xcF23ab4014718B48D6E9795EA72BA417D6F73688,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39716490.942423255,39728982.738628259,39741399.631100078,39753743.960080688,39770422.417501871,39782659.016899543,39794850.283146703,39806997.379963191
CentreDLTUM-entity.json,YDHYz/R+Y7pCodhmgkCqzoqqN54gzRfVE5fjZriX+RI=,oasis1qzrehfnnntdaeshy5f6kfa8v3p35yu7mluaapmgc,0x7c1d82a14a51746c09D18028c13830F424444D35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6191570.894263106,6194201.980666923,6196821.915638892,6199431.056043684,6202031.992121735,6204625.084897071,6207211.62711199,6209791.795961758
Cherkes615-entity.json,/Foi5kZdBc70HPmlguvY6AzBILNrNiPDgKQLOITuIEI=,oasis1qps9drw07z0gmh5z2pn7zwl3z53ate2yvqf3uzq5,0x7884Fa36730E761E3F73c34554852D403D3d4cd8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6941.695260726,6941.695260726,6941.695260726,6941.695260726,6941.695260726,6941.695260726,36482.961916179,36498.126889997
Code-Breader-entity.json,WXs7ElBlm30la2fG4oZDpubeFu5sKkjDVeflWo+YuIA=,oasis1qql4alk30frfa6xua42eu7tynkqf9vd5ug95yqpn,0xd6959c3692AcdA5294b7A1e4C465dE84c1a3D55e,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42558227.076347558,42571382.393451969,42584457.30783961,42597454.296817065,42615325.816753745,42628207.158052014,42641039.785581733,42658764.504696581
Esya-entity.json,7DwKCCQV9THNLyTELQTBCWNPIHZJdAq7qGk1D7vx2zo=,oasis1qp0j5v5mkxk3eg4kxfdsk8tj6p22g4685qk76fw6,0x845700dF7902382f52b9Bf5190CD5428d23fE68B,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1002252.129748813,1002678.033287149,1003102.131702595,1003524.482762143,1003945.505757441,1004365.259128765,1004783.952137019,1005201.613465444
Julia-Ju-Ju-entity.json,bTok0el8GbmUzTAAgcQ78uww/TsgeWwXpM3N2S49qBQ=,oasis1qp4f47plgld98n5g2ltalalnndnzz96euv9n89lz,0xeBb571e7e4b7cE9f43CAfaf6dC0Ef0c5961d9a02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45555475.194737884,45574833.834645536,45589180.184285583,45603443.375172083,45617642.501123776,45636715.408091726,45650803.281741147,45664840.584100476
Krewedk0-entity.json,32KS5Z9LWTD2UEUOqhRwZyJvb0lb12iiE9UYgoFjsKQ=,oasis1qzu358mpd4z5frmrq6vnwq87cqfvdmfxh5ax57cj,0x40DC494150fE934641B68ce20E46f1dA760647BA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8403468.857840176,8380476.665233467,8409028.804710595,8411227.713291081,8415154.131813484,8418672.53923387,8422182.058603437,8425682.93034749
Lucas-L-entity.json,aOefxt5MUuXEbErxpD+ZttJWh/3d9if+t+PBTeAgKpo=,oasis1qz2rxs50p4kn537tcupjhg7ad3zcm9s7uuyrrd9e,0x75Ed9808B3D71D90694b70BB650Ce3ECe80209FD,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13425524.77289465,13492137.398929823,13637243.149410757,13642985.041399194,13644707.550333154,13721934.715363151,13857655.022863783,13877154.348535868
Ostrovmaria80-entity.json,Y+ve+O0hlBco/1YzuFODIn7Jo3D5c9BOqduhc7KZM8E=,oasis1qq3fq8hxrlq6pedw0q3f57daea43a6v7q5rwf0ll,0x00000000037a08ce8c4917a5c58f40c85367df0c,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38062419.955483629,38078594.447765448,38094700.387092075,38110739.967273966,38126729.111704547,38142005.987439486,38157906.36938017,38173767.57201052
