GitHub_Entity_Filename,Oasis_Entity_ID,Oasis_Account,ETH_Address,2021-07-04-05-00-01,2021-07-05-05-00-01,2021-07-06-05-00-01,2021-07-07-05-00-01,2021-07-08-05-00-02,2021-07-09-05-00-01,2021-07-10-05-00-01,2021-07-11-05-00-01,2021-07-12-05-00-01,2021-07-13-05-00-01,2021-07-14-05-00-01,2021-07-15-05-00-01,2021-07-16-05-00-01,2021-07-17-05-00-01,2021-07-18-05-00-01,2021-07-19-05-00-01,2021-07-20-05-00-02,2021-07-21-05-00-01,2021-07-22-05-00-01,2021-07-23-05-00-01,2021-07-24-05-00-01,2021-07-25-05-00-01,2021-07-26-05-00-02,2021-07-27-05-00-01,2021-07-28-05-00-01,2021-07-29-05-00-01,2021-07-30-05-00-01,2021-07-31-05-00-01,2021-08-01-05-00-01,2021-08-02-05-00-01
Alexxxandr0-entity.json,F5eduX4m4O/ot3UcFs3iQk1ZPUuG43kuxGI9sZz95uU=,oasis1qzmwdlxy7cltmwt99u9pwqt3g0rdwgsqyvcqymmt,0xB1869052fE6E055b45ae79B0B59d15A14bbA05fa,39859577.611265621,39775702.853034123,39791877.213490804,39808058.151076666,39824245.668466237,39840439.76833512,39856640.453360009,39872847.726218686,39889061.589590024,39905958.041631845,39922185.368955745,39938419.294947236,39954659.822289599,39970906.953667199,39987160.691765497,40003421.039271043,40019687.998871484,40035961.573255553,40052241.765113079,40068528.577134993,40084822.012013312,40101801.385449054,40118108.35035592,40134421.946314143,40150742.176020166,40167069.042171532,40183402.547466883,40199742.694605954,40216089.486289576,40232442.925219686
Bambarello-entity.json,T5k7PtOR01oZrdnZveDpO9AFpMUhEREZk7WSSfm8Gtg=,oasis1qzugextrcdueshq63w7l9x4xglnusznsgqa95w7e,0xDeD70469224cDdF1Bee60F1eED2047ebdf9caD0C,47337401.071325549,47356650.314785533,47375907.385742703,47395172.287380031,47414445.022881778,47377029.58008092,47396294.938046469,47415568.130061993,47434849.15931313,47454941.902085013,47467804.161704464,47480540.270059217,47492566.380107033,47504889.207121046,47517355.225939483,47531050.899863713,47543199.519398009,47555551.602069512,47566740.87609012,47578085.014786647,47591828.526802324,47603377.175104863,47616459.818528073,47629811.862315969,47640598.973108526,47659971.508724307,47679351.921972701,47698740.21605706,47718136.394182047,47737540.459553619
C-Surgeon-entity.json,/ylWdaid2DDlI4BMVkX6gAR6eaBYlLolHbjCmHitrzc=,oasis1qp6fzgx9zhamsk6c77cwzjeme06xwswffvhk6js2,0xcF23ab4014718B48D6E9795EA72BA417D6F73688,40293826.972766716,40310212.02280705,40326603.73565122,40343002.11400858,40359407.160589592,40375818.878105816,40392237.269269913,40408662.336795651,40425094.083397904,40442217.591353391,40452105.649283927,40458696.882915231,40466907.903898658,40472922.321337636,40481256.36340559,40488252.50332927,40494101.24579566,40501591.986958111,40510117.920337009,40517365.788285034,40524449.314977763,40530511.334509041,40537543.544767238,40543241.166674206,40550483.788564779,40566973.205330393,40583469.327339443,40599972.157318546,40616481.697995422,40632997.952098908
CentreDLTUM-entity.json,YDHYz/R+Y7pCodhmgkCqzoqqN54gzRfVE5fjZriX+RI=,oasis1qzrehfnnntdaeshy5f6kfa8v3p35yu7mluaapmgc,0x7c1d82a14a51746c09D18028c13830F424444D35,6301361.112565993,6303923.493082019,6306486.915562439,6309051.380430958,6311616.888111449,6312080.882636125,6314647.622231003,6317215.405562848,6319784.233056084,6322461.205813849,6325032.166455161,6327604.172549884,6330177.224523136,6332751.322800216,6335326.467806592,6337902.659967904,6340479.899709964,6343058.187458764,6345637.523640461,6348217.908681389,6350799.343008057,6358490.046265426,6361075.657646024,6363662.320437596,6366250.035067686,6368838.801964016,6371428.621554475,6374019.494267133,6376611.420530227,6379204.400772172
Cherkes615-entity.json,/Foi5kZdBc70HPmlguvY6AzBILNrNiPDgKQLOITuIEI=,oasis1qps9drw07z0gmh5z2pn7zwl3z53ate2yvqf3uzq5,0x7884Fa36730E761E3F73c34554852D403D3d4cd8,117398.571981243,117446.310844008,117494.069119265,117541.846814911,117589.643938842,117637.460498956,117685.296503158,117733.151959355,117781.026875461,117830.917281309,117878.831952625,117926.766107926,117974.719755131,118022.692902172,118070.685556976,118118.697727476,118166.729421608,118214.780647309,118262.851412521,118310.941725193,118359.05159327,118409.186842353,118457.336660749,118505.506058749,118553.695044314,118601.903625408,118650.131810003,131954.318109129,132007.975909024,132061.655528285
Code-Breader-entity.json,WXs7ElBlm30la2fG4oZDpubeFu5sKkjDVeflWo+YuIA=,oasis1qql4alk30frfa6xua42eu7tynkqf9vd5ug95yqpn,0xd6959c3692AcdA5294b7A1e4C465dE84c1a3D55e,43174303.638519563,43191860.003320852,43209423.507228484,43226994.153145499,43244571.943976125,43262156.882625756,43279748.972000981,43297348.215009564,43314954.61456045,43333302.227268631,43344595.178053061,43351936.558520829,43361008.717252331,43368075.052822625,43377581.514850347,43385127.99336804,43343681.965606008,43352380.021886782,43361805.967898208,43370342.680211773,43379516.110669253,43387327.255685246,43405705.524438247,43423355.986320032,43431540.691383123,43449201.65885683,43466869.807972429,43484545.141650261,43502227.662811848,43519917.374379905
Esya-entity.json,7DwKCCQV9THNLyTELQTBCWNPIHZJdAq7qGk1D7vx2zo=,oasis1qp0j5v5mkxk3eg4kxfdsk8tj6p22g4685qk76fw6,0x845700dF7902382f52b9Bf5190CD5428d23fE68B,1060853.812190195,1061285.196948202,1061716.757124165,1102164.080491832,1134296.219986951,1134757.469307773,1135218.906190658,1135680.530711872,1136142.342947718,1136623.597052097,1137085.792775695,1137548.176446197,1138010.748140033,1138473.50793366,1138936.455903564,1139399.592126264,1171518.180188805,1171994.565418189,1172471.144364486,1172947.917106471,1173424.883722945,1173921.93019338,1174399.292881769,1174876.849684547,1176453.873047887,1176932.265323522,1177410.852132215,1177889.633553069,1178368.609665223,1178847.780547848
Julia-Ju-Ju-entity.json,bTok0el8GbmUzTAAgcQ78uww/TsgeWwXpM3N2S49qBQ=,oasis1qp4f47plgld98n5g2ltalalnndnzz96euv9n89lz,0xeBb571e7e4b7cE9f43CAfaf6dC0Ef0c5961d9a02,46218830.613889839,46237625.002740678,46256427.034126981,46275236.71115651,46294054.036938278,46312879.014582573,46331711.647200937,46239433.26065498,46258236.027349858,46277830.373153659,46291073.992059777,46302206.045384242,46313763.06584178,46332596.05795005,46344475.890564913,46356357.175547494,46375207.488090962,46387883.799682586,46406746.932187644,46419113.001085459,46431396.080075272,46451063.774070529,46463937.217234845,46482831.276041672,46495536.060386431,46514442.96852193,46533357.564947649,45343095.455716707,45361533.736313085,45379979.514637352
Krewedk0-entity.json,32KS5Z9LWTD2UEUOqhRwZyJvb0lb12iiE9UYgoFjsKQ=,oasis1qzu358mpd4z5frmrq6vnwq87cqfvdmfxh5ax57cj,0x40DC494150fE934641B68ce20E46f1dA760647BA,8551776.011482511,8556307.788233008,8559787.118487866,8757221.030877804,8760782.060335288,8769345.384911556,8772911.341975618,8776478.751728843,8798053.101481124,8801779.834484264,8805358.983298526,8808939.58753504,8812521.647785642,8816105.1646424,8819690.138697628,8823276.57054388,8826864.460773952,8830453.809980879,8834044.618757937,8838895.271343246,8842489.5127495,8846235.068398799,8248791.56965954,8252145.851761664,8255501.497846418,8258858.50846845,8263323.680781593,8266683.872209929,8280045.768826728,8283412.760111766
Lucas-L-entity.json,aOefxt5MUuXEbErxpD+ZttJWh/3d9if+t+PBTeAgKpo=,oasis1qz2rxs50p4kn537tcupjhg7ad3zcm9s7uuyrrd9e,0x75Ed9808B3D71D90694b70BB650Ce3ECe80209FD,34464258.849680895,34440270.793789137,34784729.038967082,34822676.037542638,34921430.566147905,34985637.971554364,35005955.606984737,35386362.415371644,35398250.737294387,35444016.066395992,35458660.047506572,35443462.285073412,35622811.354307098,35637296.986238068,35651788.508594989,35610838.004582683,35629085.301213192,35542236.963441982,35561412.093999013,35575872.758583166,35590339.30344057,35575404.202465028,35883067.552901588,20895418.41211854,20960657.461604463,21119176.169052782,21130844.153836131,21347201.561606462,21355882.170823457,21359215.096876513
