GitHub_Entity_Filename,Oasis_Entity_ID,Oasis_Account,ETH_Address,2021-04-04-05-00-01,2021-04-05-05-00-02,2021-04-06-05-00-01,2021-04-07-05-00-01,2021-04-08-05-00-02,2021-04-09-05-00-01,2021-04-10-05-00-01,2021-04-11-05-00-01,2021-04-12-05-00-01,2021-04-13-05-00-01,2021-04-14-05-00-01,2021-04-15-05-00-01,2021-04-16-05-00-01,2021-04-17-05-00-01,2021-04-18-05-00-01,2021-04-19-05-00-01,2021-04-20-05-00-01,2021-04-21-05-00-01,2021-04-22-05-00-01,2021-04-23-05-00-01,2021-04-24-05-00-02,2021-04-25-05-00-01,2021-04-26-05-00-01,2021-04-27-05-00-01,2021-04-28-05-00-01,2021-04-29-05-00-01,2021-04-30-05-00-01,2021-05-01-05-00-01,2021-05-02-05-00-01,2021-05-03-05-00-01
elsehow-entity.json,4g2p36WoOzdHyXq6tOjFb3nv6y90/zyQcb1eQcy5doo=,oasis1qra3rvq7y055waxmnx8rc0nad3frr8na2s9l8l3f,0xDf3679681B87fAE75CE185e4f01d98b64Ddb64a3,37061642.878060664,37080157.375392416,37098681.121817971,37117986.53118368,37136529.175524968,37155081.083021162,37173642.258299763,37192212.705990581,37242996.152745778,37261601.246836321,37280991.436566515,37299615.511563631,37318248.890395119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
gsuwiwoskjs-entity.json,+MBgzI9mlzJsOxIDVib7XsY4X4a4YqX67dpH8It9sX4=,oasis1qq9dy5xlkrp6y3ckfp8rx8edq77c88ttl5qe3p2u,0xfE2f873CC0ADd0C3E76D4932a0d8B099231Fd6f0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,-1,800.0,800.0,800.0,800.0,800.0,-1,-1,-1,-1,-1,-1
gunray88-entity.json,Vt63FfFzNMgUngrMvnKks+icySi5LwkjniJEJMZAimM=,oasis1qq4f2h225gv6g8w8w23fm740aze9lke4qun72n59,0x0d34a90Bd5586C62fD94b1c1B52c38FeFF8Feae0,41292232.756166161,41312860.685038649,41333498.918789831,41355008.042376303,41375667.331242002,41396336.940652581,41417016.875763763,41437707.141733856,41458407.743723732,41479118.68689685,41500703.588089157,41521435.660554902,41492419.383745573,41513147.317757995,41534749.926767108,41555499.007406203,41576257.206184729,41597880.593177473,41618639.570095256,41639397.24776762,41660146.948433845,41681759.363618897,41702497.646843969,41723226.221426438,-1,-1,-1,-1,-1,-1
huglester-entity.json,GDWO0+R7qSrWB0bvT+V2Kz6vlHcm6ZnaNQM2/FsFqEA=,oasis1qzv7a0gkxwpfelv985fvkl24k7jh3arfwy84zw7q,0xb6ADf0345aa8364b225ED388EfFF9A568E06fa4c,37626600.666064373,37645397.393449794,37664203.510919735,37683803.206790972,37702628.510251425,37721463.218071848,37740307.334950279,37759160.865587102,37778023.814685048,37796896.186949201,37816564.9334269,37835456.55927467,37854357.62261439,37873268.128160651,37892976.617064352,37911906.415097782,37930844.531790766,37950571.976861277,37969510.803466149,37988448.444743641,38007378.808440125,38027096.243712741,38046016.191051083,38064927.28100211,-1,-1,-1,-1,-1,-1
hydai-entity.json,UC0Aaa2Czc25G5+X2HOio6H0wQuBJR550chCE2kieN0=,oasis1qp3fd5rplv5uh6nc9vn85ejeaszewjv2xgvfts07,0x1cCA28600d7491365520B31b466f88647B9839eC,103191.649536077,103191.649536077,103191.649536077,103191.649536077,103191.649536077,103191.649536077,103191.649536077,103191.649536077,103191.649536077,103191.649536077,103191.649536077,103191.649536077,103191.649536077,103191.649536077,103191.649536077,103191.649536077,103191.649536077,103191.649536077,103191.649536077,103191.649536077,103191.649536077,103191.649536077,103191.649536077,103191.649536077,103191.649536077,-1,-1,-1,-1,-1
jjangg96-entity.json,DIbPacWGEiealk+226eYEafYmKJpD98PYoWp/tcPXJI=,oasis1qpsnzv8qz4fu3lwps2tc3eg5pnryzl4h7cqxruzf,0x17cCdDa3914aB73f480FEEa2eCA6381C2cE6D4b9,39298064.241439873,39317695.964403023,39337337.494580696,39357807.855809881,39377469.424265646,39397140.814845536,39416822.032456291,39436513.082007096,39456213.968409593,39475924.696577871,39496467.175806578,39516198.012848693,39535938.706618719,39555689.262040679,39576273.249148981,39596043.954076524,39615823.347198366,39636427.132551735,39656207.26712145,39675986.16370871,39695757.459427413,39716350.790323728,39736111.206964754,39755862.372752139,-1,-1,-1,-1,-1,-1
jrastit-entity.json,kupW3Pt0XMeERSkdDWyZMU4oZrk0wGysVXVyqX3rylc=,oasis1qz26ty8q6gwt6zah7dtt8jpepvwnttkg8ssnxjl7,0xB724531aD056340bbf611Ac2E68502B26D394179,36118117.453031253,36136160.60323407,36154212.767064737,36173026.694046972,36191097.27468507,36209176.882654149,36227265.522463899,36245363.198626262,36263469.915655437,36281585.678067873,36300465.88735758,36318600.131460686,36336743.434698465,36354895.801596493,36373814.160003707,36391985.045936282,36410163.917026101,35901476.942483763,35919393.19015157,35937308.316492312,35955216.558196194,35973869.374502529,35991767.762266874,36009657.770887769,-1,-1,-1,-1,-1,-1
k0kk0k-entity.json,LaKJUKndAqH57DVExspTjdRTRNGJOSqArzM0pm8REZw=,oasis1qrmexg6kh67xvnp7k42sx482nja5760stcrcdkhm,0x21ae46BA2e14C70bF4cF135931020BeA69F1c3ec,44815568.32468901,44834728.434944493,44853896.789881534,44874007.19030178,44893192.421687099,44912385.897190956,44931587.620376177,44950797.594807128,44970015.83550234,44989242.334587146,45009413.722038937,45028657.149058959,45047908.845352402,45067168.814493032,45087375.320292947,45106652.25849201,45125936.126701823,45146156.027011421,45165434.74851419,45184709.09288764,45203971.814865341,45224167.616940935,45243411.965515915,45262642.818566233,-1,-1,-1,-1,-1,-1
kaustubhkapatral-entity.json,tvPlmGHv5aokL9MMBqNAkSOygldJIlRTmSIvCwuh0rU=,oasis1qzc687uuywnel4eqtdn6x3t9hkdvf6sf2gtv4ye9,0xbDcaAB0Ed904cBD5Ed666622f1D5BfA4d0A35E4f,47331982.466892478,47355627.610362594,47379284.565989748,47403939.795133809,47427620.885573847,47451313.806128573,47475018.562707831,47498735.161224423,47522463.607594102,47546203.907735576,47570945.998356275,47594710.518338658,47618486.910113753,47642275.17961223,47667067.263795388,47690879.802073086,47714702.804720165,47739518.734611925,47763342.630285124,47787165.03488834,47810978.284735869,47835781.622908733,47859581.769609224,47883370.774253464,-1,-1,-1,-1,-1,-1
lqyice-entity.json,J2nwlXuYEPNZ0mMH2Phg5RofbZzj65xDvQMNdy9Ji0E=,oasis1qz22xm9vyg0uqxncc667m4j4p5mrsj455c743lfn,0x64fbF94E304F35970692C06c52A414784Af15B5F,129896802.658965448,129961693.84617338,130026617.450393055,130094280.693462983,130159270.532707329,130224292.838245983,130289347.626297795,130354434.913089712,130419554.714856794,130484707.047842202,130552608.671548246,130617827.472907284,130683383.956509494,130748668.087909954,130816707.071645545,130882057.805880305,130947437.258356463,131015541.683858373,131080923.587140567,129149052.084305789,129213409.504182244,129280442.725575775,129344764.733035158,129466376.622039413,-1,-1,-1,-1,-1,-1
lymweb-entity.json,BTAJNDyd6/UQ+pfhTDdPGsothzJ+C5/C/g52a3DIlMw=,oasis1qrgxl0ylc7lvkj0akv6s32rj4k98nr0f7smf6m4k,0xB30d353A0cdab1F33E486FB605BCa9ec88826C9A,37347106.175019499,37362106.397567788,37377112.652226615,37392903.071545395,37407921.725483988,37422946.418963593,37437977.154416596,37453013.934276365,37468056.760977251,37483105.63695458,37498940.901366018,37514002.211906317,37529069.579174731,37544143.005610579,37560004.101074269,37575089.982403067,37590180.802681209,37606050.479490238,37621135.329879625,37636215.70028713,37651285.556115469,37667131.729590608,37682184.600879899,37697225.399248271,-1,-1,-1,-1,-1,-1
marssuper-entity.json,zAhtGrpk1L3bBLaP5enm3natUTCoj7MEFryq9+MG4tE=,oasis1qq0xmq7r0z9sdv02t5j9zs7en3n6574gtg8v9fyt,0x33E0e54ffC9a5b43B28e331957387F0BE60e48C5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
nodeRunner130-entity.json,9+lM5vQ1g+cVzjaNM78gxw1yUegVj57tHDbpN7DKIvw=,oasis1qppctxzn8djkqfvrxugak9v7dp25vddq7sxqhkry,0xb2F959f8B17c9452Fc1d1B9c75020A000471D534,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,-1,-1,-1,-1,-1,-1
nodeasy-entity.json,J3ou5m1abrwcbYwTksSj1Hj21QoDjyrSkjB40rEKV4E=,oasis1qqnmppt4j5d2yl584euhn6g2cw9gewdswga9frg4,0x183348a186F6099110327a37368cA19430Ee30Ea,51201286.923346589,51226865.01477777,51252455.883988584,51279126.633781266,51304743.61078252,51330373.384989065,51356015.962793865,51381671.350593082,51407339.554786072,51433020.581775386,51459785.293814225,51485492.520572894,51511212.589621979,51536945.507376974,51563764.299862113,51589523.47032539,51615293.960601431,51642138.548138967,51667910.004444407,51693679.847787574,51719439.787990235,51746270.754458497,51772016.520355412,51797750.233353013,-1,-1,-1,-1,-1,-1
