Alexxxandr0-entity.json,F5eduX4m4O/ot3UcFs3iQk1ZPUuG43kuxGI9sZz95uU=,oasis1qzmwdlxy7cltmwt99u9pwqt3g0rdwgsqyvcqymmt,0xB1869052fE6E055b45ae79B0B59d15A14bbA05fa,False,38009395.695024567,38025193.491431323,38040997.873020957,0,0,0,38102695.383779946,38117738.795399408,38133581.708880574,38149431.226393927,38165287.350701794,38181150.084567652,38197019.430756143,38212895.392033069,38229573.512034975,38245463.042445072,38261359.196385817,38277261.976627716,38293171.397975059,38309087.45117901,38325010.139013573,38340939.464253925,38356875.429676399,38373616.576401878,38389566.162426264,38405522.397107148,38421485.283225592
Bambarello-entity.json,T5k7PtOR01oZrdnZveDpO9AFpMUhEREZk7WSSfm8Gtg=,oasis1qzugextrcdueshq63w7l9x4xglnusznsgqa95w7e,0xDeD70469224cDdF1Bee60F1eED2047ebdf9caD0C,False,41302097.508497439,41313807.823563373,41334446.530466643,0,0,41381295.784188605,41397498.17583474,41412845.033869236,41429059.643549369,41449755.925599014,41465985.353498106,41482221.077379242,41498463.099654624,41514711.422737369,41531830.32617602,41548091.596515313,41564359.175038043,41580633.064161011,41601405.066159192,41617693.845425101,41633988.943684152,41650290.345576033,41666702.099426557,41683883.626916725,41700204.399160442,41716531.502653111,41737371.394012951
C-Surgeon-entity.json,/ylWdaid2DDlI4BMVkX6gAR6eaBYlLolHbjCmHitrzc=,oasis1qp6fzgx9zhamsk6c77cwzjeme06xwswffvhk6js2,0xcF23ab4014718B48D6E9795EA72BA417D6F73688,False,38480798.15786602,38496196.918719183,38511602.021268595,0,0,0,38571678.501894952,38586310.698127951,38601751.728913477,38617198.906455292,38632652.263535369,38648111.787443011,38663577.480630517,38679049.345551151,38695332.617774035,38710817.155751151,38726307.87295562,38741804.771844646,38757307.854876405,38772817.124510054,38788332.583205718,38807709.664855276,38823239.435076798,38839583.637624844,38855126.128564165,38870674.821972937,38886229.720317664
Cherkes615-entity.json,/Foi5kZdBc70HPmlguvY6AzBILNrNiPDgKQLOITuIEI=,oasis1qps9drw07z0gmh5z2pn7zwl3z53ate2yvqf3uzq5,0x7884Fa36730E761E3F73c34554852D403D3d4cd8,False,400.0,400.0,400.0,0,0,0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0
Code-Breader-entity.json,WXs7ElBlm30la2fG4oZDpubeFu5sKkjDVeflWo+YuIA=,oasis1qql4alk30frfa6xua42eu7tynkqf9vd5ug95yqpn,0xd6959c3692AcdA5294b7A1e4C465dE84c1a3D55e,False,41250204.614544319,41261892.285958587,41278043.751348967,0,0,0,0,0,41376973.548592236,41393170.155525514,41409373.054652368,41425582.248392701,41441797.739167346,41458019.529398048,41475110.718790866,41491345.471247174,41507586.512372914,41528322.023269161,41544577.945711424,41560840.183427413,41577108.738845935,41593383.596155051,41609768.804149254,41626922.599183961,41643216.822497986,41659517.375813612,41675824.279843979
Esya-entity.json,7DwKCCQV9THNLyTELQTBCWNPIHZJdAq7qGk1D7vx2zo=,oasis1qp0j5v5mkxk3eg4kxfdsk8tj6p22g4685qk76fw6,0x845700dF7902382f52b9Bf5190CD5428d23fE68B,False,450.0,0,0,0,0,0,0,0,0,0,948.0,948.0,948.0,948.0,948.0,948.0,948.0,948.0,948.0,948.0,948.0,948.0,948.0,948.0,948.0,948.0,948.0
Julia-Ju-Ju-entity.json,bTok0el8GbmUzTAAgcQ78uww/TsgeWwXpM3N2S49qBQ=,oasis1qp4f47plgld98n5g2ltalalnndnzz96euv9n89lz,0xeBb571e7e4b7cE9f43CAfaf6dC0Ef0c5961d9a02,False,44161413.682907509,44174556.871321255,44192163.997843259,0,0,0,44260820.434821655,44277540.449497343,44295188.539344311,44312843.658652788,44330505.810220351,44348174.996845686,44365851.221328594,44383534.486469984,44402148.803213578,44419846.545031562,44437551.336080927,44455263.179167109,44472982.077096665,44495618.384465533,44513353.853519044,44535590.92417077,44553342.770315123,44572029.21232679,44589795.573478239,44607569.011648127,44625349.52965318
PowerMax999-entity.json,tcon38rBr3dHmURuXOTUFpDPKwE4eOU82F121rX9esE=,oasis1qqx820g2geqzeyeyfnm5hgz72eaj9emajgqmscy0,0xd5D39C5d46D973c1C824877d9a583fd2e4A39C11,False,36935437.284538609,36950699.010518931,36965967.054061531,0,0,0,37025561.388495151,37040089.58221192,37055394.582721185,37070705.918722076,37086023.592842836,37101347.619709081,37116677.989965867,37132014.706244724,37148130.807693492,37163480.543336811,37178836.633035581,37194199.079425772,37209567.885144443,37224943.052829756,37240324.585120966,37255712.484658426,37271106.754083589,37287283.340313757,37302690.690129905,37318104.417908396,37333524.52629514
SimplyVC-entity.json,WazI78lMcmjyCH5+5RKkkfOTUR+XheHIohlqMu+a9As=,oasis1qz0ea28d8p4xk8xztems60wq22f9pm2yyyd82tmt,0x4fBefaf1BFf0130945C61603B97D38DD6e21f5Cf,False,175462143.634700674,175495409.791640214,175633490.681557045,0,0,0,176594605.912080807,177263662.892679654,176995263.405468834,177101170.099092983,177362032.510902069,177410152.847786658,177664572.472431277,177803378.487934995,177956532.464820593,178122039.675010304,178214137.368278006,178145508.902355471,178184317.973499012,178250606.56059431,178389654.392420031,178602315.467381042,178671295.399668772,178753830.293686809,178850591.731011587,178881415.380821961,178994590.696329639
UbikCapital-entity.json,3NKMT/Qz11e2xklwSCV/zeawLE3BIO/Rn4LfaV47QJI=,oasis1qppjm5sxqwps4dpyekdvz530sjmq3e5eusp7hdan,0xC869a1389cab3594175f7a017e4b932C9E982434,False,41903603.119762622,41924536.464533772,41945480.266757044,0,0,0,42027610.947324955,42048160.437032407,42069165.996790729,42090182.050076854,42111208.602132928,42132245.658203712,42153293.223536585,42174351.303381551,42196297.989679414,42217377.552965644,42238467.646748852,42259568.276289645,42280679.446851262,42331904.922181099,42353052.229204386,42394216.552641145,42415394.988033988,42437467.108629422,42458667.150250197,42479877.782554046,42501099.010831651
